hhid,areaid,treatment,hh_edu,hh_gender,hh_size,children,old_biz,area_pop_base,area_debt_total_base,area_business_total_base,area_exp_pc_mean_base,area_literate_head_base,area_literate_base,anyloan_amt_2,informal_amt_2,female_biz_pct_2,hours_week_2,durables_exp_mo_2,temptation_exp_mo_2,total_exp_mo_2,bizprofit_2,bizrev_2,bizemployees_2,girls_school_2,bizassets_2
5635,81,0,0.0,1.0,2.0,3.0,0.0,0,0,0,0,0,1,30366.0,832.9789285651932,,64.0,116.61704,2299.0217,8335.62,0.0,0.0,0.0,1.0,0.0
5636,82,0,0.0,1.0,2.0,3.0,0.0,2,1,0,1,0,1,,,,,,,,,,,,
5637,81,0,1.0,1.0,3.0,2.0,0.0,0,0,0,0,0,1,141000.0,58308.524999563524,,50.0,24.989367,832.97894,7609.956,0.0,0.0,0.0,0.0,0.0
5638,81,0,0.0,1.0,2.0,3.0,0.0,0,0,0,0,0,1,50000.0,8329.789285651932,,96.0,104.12237,666.3831,4069.6572,0.0,0.0,0.0,1.0,0.0
5639,81,0,1.0,1.0,3.0,2.0,0.0,0,0,0,0,0,1,200500.0,83714.38232080192,0.0,126.0,0.0,516.44696,3557.653,2594.7292,5693.411,0.0,,40399.477
5640,81,0,0.0,1.0,3.0,2.0,0.0,0,0,0,0,0,1,122000.0,0.0,,109.0,2360.107,166.59578,10173.449,0.0,0.0,0.0,0.0,0.0
5641,81,0,1.0,0.0,2.0,0.0,0.0,0,0,0,0,0,1,40000.0,0.0,0.0,228.0,531.02405,1082.8726,8884.275,0.0,0.0,0.0,,0.0
5642,81,0,1.0,0.0,3.0,3.0,0.0,0,0,0,0,0,1,56000.0,0.0,,100.0,451.1969,0.0,4640.803,0.0,0.0,0.0,,0.0
5643,2,0,1.0,1.0,3.0,2.0,1.0,3,1,2,1,0,0,43000.0,30820.22035691215,1.0,25.0,34.707455,916.2768,3722.0276,791.32996,1665.9579,0.0,0.5,0.0
5644,80,0,0.0,1.0,1.0,2.0,0.0,1,1,2,1,3,3,9000.0,1665.9578571303864,,68.0,694.1491,916.2768,9355.464,0.0,0.0,0.0,,0.0
5645,80,0,0.0,1.0,3.0,3.0,0.0,1,1,2,1,3,3,196500.0,155350.57017740855,0.0,108.0,1596.543,1249.4684,25867.883,9995.747,41648.945,0.0,1.0,0.0
5646,80,0,0.0,1.0,2.0,0.0,0.0,1,1,2,1,3,3,25000.0,0.0,,144.0,2776.5964,249.89368,13940.041,0.0,0.0,0.0,,0.0
5647,80,0,0.0,0.0,3.0,1.0,0.0,1,1,2,1,3,3,20000.0,0.0,,96.0,2776.5964,333.19156,10391.411,0.0,0.0,0.0,0.0,0.0
5648,80,0,0.0,1.0,3.0,2.0,0.0,1,1,2,1,3,3,40000.0,33319.15714260773,,184.0,0.0,416.48947,12032.381,0.0,0.0,0.0,,0.0
5649,80,0,0.0,1.0,2.0,2.0,0.0,1,1,2,1,3,3,20000.0,0.0,,40.0,138.82982,999.5747,4639.1377,0.0,0.0,0.0,,0.0
5650,80,0,0.0,1.0,3.0,3.0,0.0,1,1,2,1,3,3,180000.0,141606.41785608284,0.75,268.0,1353.5907,499.78735,19989.967,824.6491,6739.6323,0.0,0.5,0.0
5651,80,0,0.0,1.0,1.0,1.0,0.0,1,1,2,1,3,3,0.0,0.0,,0.0,52.061184,166.59578,5357.6514,0.0,0.0,0.0,,0.0
5652,80,0,0.0,1.0,3.0,3.0,0.0,1,1,2,1,3,3,200000.0,0.0,,118.0,69.41491,0.0,4097.84,0.0,0.0,0.0,,0.0
5653,80,0,0.0,0.0,0.0,1.0,0.0,1,1,2,1,3,3,0.0,0.0,,40.0,69.41491,0.0,2703.7107,0.0,0.0,0.0,1.0,0.0
5654,80,0,0.0,1.0,2.0,2.0,0.0,1,1,2,1,3,3,18000.0,2498.9367856955796,0.0,102.0,69.41491,166.59578,2253.9019,1942.5068,4198.214,0.0,0.0,0.0
5655,80,0,1.0,1.0,2.0,3.0,0.0,1,1,2,1,3,3,135000.0,63722.88803523728,,0.0,263.77664,2199.0645,7512.498,0.0,0.0,0.0,,0.0
5656,80,0,0.0,1.0,3.0,0.0,0.0,1,1,2,1,3,3,80000.0,66638.31428521546,,144.0,0.0,0.0,9929.525,0.0,0.0,0.0,,0.0
5657,80,0,1.0,1.0,2.0,1.0,0.0,1,1,2,1,3,3,50000.0,20824.47321412983,,102.0,219.35112,183.25537,3449.227,0.0,0.0,0.0,0.0,0.0
5658,80,0,0.0,1.0,2.0,3.0,0.0,1,1,2,1,3,3,1000.0,0.0,,18.0,201.30324,0.0,4758.531,0.0,0.0,0.0,1.0,0.0
5659,80,0,0.0,0.0,1.0,0.0,0.0,1,1,2,1,3,3,20800.0,10662.130285634474,,183.0,48.59044,83.29789,3620.8208,0.0,0.0,0.0,,0.0
5660,80,0,1.0,1.0,3.0,2.0,0.0,1,1,2,1,3,3,900.0,0.0,,96.0,1020.3992,166.59578,11998.784,0.0,0.0,0.0,,0.0
5661,80,0,0.0,1.0,2.0,3.0,0.0,1,1,2,1,3,3,46500.0,12494.683928477898,,48.0,381.782,749.681,8124.321,0.0,0.0,0.0,1.0,0.0
5662,80,0,0.0,1.0,2.0,3.0,0.0,1,1,2,1,3,3,0.0,0.0,0.0,0.0,27.765963,0.0,2557.9395,0.0,0.0,0.0,1.0,1665.9579
5663,80,0,0.0,1.0,2.0,0.0,0.0,1,1,2,1,3,3,1800.0,1499.3620714173478,1.0,14.0,902.3938,249.89368,11960.744,2099.107,2249.0432,0.0,,3415.2136
5664,80,0,1.0,1.0,1.0,2.0,0.0,1,1,2,1,3,3,19000.0,7496.810357086739,,56.0,72.88566,583.08527,5748.387,0.0,0.0,0.0,1.0,0.0
5665,80,0,0.0,1.0,3.0,2.0,0.0,1,1,2,1,3,3,0.0,0.0,,0.0,1665.9579,966.25555,39283.285,0.0,0.0,0.0,0.0,0.0
5666,80,0,0.0,1.0,2.0,2.0,0.0,1,1,2,1,3,3,1000.0,0.0,,0.0,347.07455,83.29789,7143.8354,0.0,0.0,0.0,,0.0
5667,80,0,0.0,1.0,2.0,1.0,0.0,1,1,2,1,3,3,84000.0,40815.96749969447,,136.0,145.77132,166.59578,5813.082,0.0,0.0,0.0,0.5,0.0
5668,80,0,0.0,1.0,2.0,1.0,0.0,1,1,2,1,3,3,30000.0,16659.578571303864,,123.0,301.95486,791.32996,7546.095,0.0,0.0,0.0,,0.0
5669,80,0,1.0,1.0,1.0,2.0,0.0,1,1,2,1,3,3,68500.0,23989.793142677565,,66.0,1679.8408,416.48947,7553.73,0.0,0.0,0.0,0.0,0.0
5670,80,0,0.0,0.0,1.0,2.0,0.0,1,1,2,1,3,3,29000.0,9995.747142782318,,108.0,174.57849,166.59578,8051.574,0.0,0.0,0.0,1.0,0.0
5671,80,0,0.0,1.0,1.0,2.0,0.0,1,1,2,1,3,3,6500.0,4581.384107108563,,38.0,312.3671,83.29789,4250.969,0.0,0.0,0.0,1.0,0.0
5672,80,0,0.0,1.0,3.0,3.0,0.0,1,1,2,1,3,3,86000.0,12494.683928477898,,56.0,291.54263,333.19156,7122.5254,0.0,0.0,0.0,0.75,0.0
5673,80,0,1.0,1.0,1.0,0.0,0.0,1,1,2,1,3,3,16200.0,8329.789285651932,,14.0,65.94416,299.8724,5505.852,0.0,0.0,0.0,,0.0
5674,80,0,0.0,1.0,2.0,0.0,0.0,1,1,2,1,3,3,345500.0,166595.78571303864,,80.0,728.8565,416.48947,9520.81,0.0,0.0,0.0,,0.0
5675,80,0,0.0,1.0,3.0,3.0,0.0,1,1,2,1,3,3,30000.0,16659.578571303864,,120.0,104.12237,558.0959,9433.209,0.0,0.0,0.0,,0.0
5676,80,0,0.0,1.0,3.0,3.0,0.0,1,1,2,1,3,3,45000.0,0.0,0.0,99.0,79.82715,274.88306,5279.2817,-5447.682,69520.42,0.0,1.0,0.0
5677,80,0,0.0,1.0,1.0,2.0,0.0,1,1,2,1,3,3,6000.0,0.0,,44.0,76.3564,837.1438,5083.3926,0.0,0.0,0.0,1.0,0.0
5678,80,0,0.0,1.0,3.0,3.0,0.0,1,1,2,1,3,3,75000.0,51644.69357104198,,248.0,1268.2104,1457.7131,12575.969,0.0,0.0,0.0,1.0,0.0
5679,80,0,0.0,0.0,3.0,2.0,0.0,1,1,2,1,3,3,415000.0,24989.367856955796,,138.0,8746.278,832.97894,35203.63,0.0,0.0,0.0,1.0,0.0
5680,80,0,0.0,1.0,3.0,3.0,0.0,1,1,2,1,3,3,199000.0,8746.278749934529,0.0,88.0,2776.5964,108.28726,11026.419,33.319157,66.63831,0.0,1.0,0.0
5681,80,0,0.0,1.0,1.0,1.0,0.0,1,1,2,1,3,3,55000.0,0.0,1.0,54.0,277.65964,416.48947,6566.9277,0.0,0.0,0.0,,999.5747
5682,80,0,1.0,1.0,2.0,3.0,0.0,1,1,2,1,3,3,5000.0,0.0,,5.0,27.765963,124.94684,2815.3298,0.0,0.0,0.0,1.0,0.0
5683,80,0,0.0,1.0,1.0,2.0,0.0,1,1,2,1,3,3,119000.0,0.0,,72.0,1110.6385,649.7236,9073.362,0.0,0.0,0.0,,0.0
5684,80,0,0.0,0.0,3.0,2.0,0.0,1,1,2,1,3,3,43000.0,35818.09392830331,,48.0,138.82982,1066.213,10140.13,0.0,0.0,0.0,1.0,0.0
5685,80,0,0.0,1.0,2.0,1.0,0.0,1,1,2,1,3,3,129000.0,103289.38714208396,,112.0,478.9629,249.89368,6355.3516,0.0,0.0,0.0,0.0,0.0
5686,80,0,0.0,1.0,3.0,2.0,0.0,1,1,2,1,3,3,5000.0,4164.894642825966,,63.0,277.65964,358.18094,10692.395,0.0,0.0,0.0,0.0,0.0
5687,80,0,0.0,0.0,2.0,2.0,0.0,1,1,2,1,3,3,26350.0,12494.683928477898,,0.0,381.782,166.59578,7396.0195,0.0,0.0,0.0,1.0,0.0
5688,80,0,1.0,1.0,3.0,1.0,0.0,1,1,2,1,3,3,,,,,,,,,,,,
5689,80,0,0.0,1.0,2.0,0.0,0.0,1,1,2,1,3,3,,,,,,,,,,,,
5690,80,0,0.0,1.0,1.0,1.0,0.0,1,1,2,1,3,3,10500.0,0.0,,44.0,708.03204,1782.575,6324.9478,0.0,0.0,0.0,,0.0
5691,80,0,0.0,0.0,2.0,3.0,0.0,1,1,2,1,3,3,26500.0,5414.363035673756,,128.0,62.47342,333.19156,4624.1436,0.0,0.0,0.0,1.0,0.0
5692,80,0,0.0,1.0,2.0,2.0,0.0,1,1,2,1,3,3,17000.0,5830.852499956352,,144.0,5587.9004,416.48947,14033.126,0.0,0.0,0.0,1.0,0.0
5693,80,0,0.0,1.0,3.0,2.0,0.0,1,1,2,1,3,3,30000.0,0.0,1.0,222.0,763.564,1499.362,11019.201,12494.684,22490.432,0.0,1.0,0.0
5694,80,0,1.0,0.0,2.0,2.0,0.0,1,1,2,1,3,3,0.0,0.0,,48.0,48.59044,0.0,2219.8196,0.0,0.0,0.0,0.5,0.0
5695,80,0,0.0,1.0,3.0,2.0,0.0,1,1,2,1,3,3,15000.0,0.0,,168.0,135.35909,0.0,5814.2627,0.0,0.0,0.0,1.0,0.0
5696,80,0,1.0,0.0,3.0,3.0,0.0,1,1,2,1,3,3,40050.0,2082.447321412983,,136.0,242.9522,416.48947,6219.4375,0.0,0.0,0.0,0.0,0.0
5697,80,0,1.0,1.0,2.0,3.0,0.0,1,1,2,1,3,3,9000.0,416.4894642825966,,14.0,124.94684,691.3725,4261.6587,0.0,0.0,0.0,1.0,0.0
5698,80,0,0.0,1.0,1.0,0.0,0.0,1,1,2,1,3,3,,,,,,,,,,,,
5699,80,0,1.0,1.0,2.0,2.0,0.0,1,1,2,1,3,3,44000.0,36651.0728568685,,88.0,437.31393,733.0215,9484.575,0.0,0.0,0.0,1.0,0.0
5700,80,0,0.0,1.0,3.0,2.0,0.0,1,1,2,1,3,3,44500.0,12078.194464195301,1.0,6.0,208.24474,316.53198,6032.433,433.14905,952.9279,0.0,,3165.3198
5701,80,0,0.0,1.0,1.0,0.0,0.0,1,1,2,1,3,3,193000.0,24989.367856955796,,48.0,1336.237,666.3831,7372.4194,0.0,0.0,0.0,,0.0
5702,80,0,0.0,0.0,2.0,1.0,0.0,1,1,2,1,3,3,71000.0,0.0,,169.0,347.07455,416.48947,10478.042,0.0,0.0,0.0,,0.0
5703,80,0,0.0,1.0,3.0,1.0,0.0,1,1,2,1,3,3,23000.0,0.0,0.5,168.0,97.18088,241.56389,6513.2007,10703.779,11120.269,0.0,,3331.9158
5704,80,0,0.0,1.0,3.0,3.0,0.0,1,1,2,1,3,3,82000.0,66638.31428521546,,78.0,90.23938,166.59578,4555.284,0.0,0.0,0.0,1.0,0.0
5705,80,0,0.0,1.0,3.0,1.0,0.0,1,1,2,1,3,3,70000.0,0.0,,48.0,2707.1814,41.648945,8844.293,0.0,0.0,0.0,0.0,0.0
5706,80,0,0.0,0.0,3.0,1.0,1.0,1,1,2,1,3,3,11500.0,1249.4683928477898,1.0,136.0,13.882981,166.59578,4636.916,1352.7578,4963.721,0.0,0.0,3165.3198
5707,80,0,1.0,1.0,3.0,1.0,1.0,1,1,2,1,3,3,6000.0,0.0,1.0,66.0,104.12237,299.8724,3397.9988,3165.3198,3331.9158,0.0,0.0,2332.341
5708,80,0,0.0,1.0,1.0,2.0,0.0,1,1,2,1,3,3,10000.0,8329.789285651932,,60.0,20.824472,83.29789,2225.997,0.0,0.0,0.0,,0.0
5709,80,0,1.0,1.0,3.0,3.0,0.0,1,1,2,1,3,3,296500.0,243229.8471410364,,170.0,1874.2026,2040.7983,17205.459,0.0,0.0,0.0,,0.0
5710,80,0,0.0,1.0,2.0,2.0,0.0,1,1,2,1,3,3,350000.0,41648.94642825966,,48.0,2082.4473,0.0,16306.95,0.0,0.0,0.0,,0.0
5711,80,0,0.0,1.0,3.0,1.0,0.0,1,1,2,1,3,3,100000.0,41648.94642825966,,167.0,4574.443,166.59578,17360.668,0.0,0.0,0.0,1.0,0.0
5712,80,0,0.0,1.0,1.0,0.0,0.0,1,1,2,1,3,3,50000.0,41648.94642825966,,48.0,0.0,0.0,6361.7373,0.0,0.0,0.0,,0.0
5713,80,0,0.0,1.0,2.0,3.0,0.0,1,1,2,1,3,3,0.0,0.0,0.0,56.0,347.07455,0.0,6999.2446,9641.731,10328.938,1.0,1.0,5997.448
5714,80,0,0.0,1.0,1.0,0.0,0.0,1,1,2,1,3,3,,,,,,,,,,,,
5715,80,0,1.0,0.0,2.0,2.0,0.0,1,1,2,1,3,3,0.0,0.0,,119.0,1665.9579,0.0,9418.215,0.0,0.0,0.0,,0.0
5716,80,0,1.0,1.0,3.0,3.0,0.0,1,1,2,1,3,3,416000.0,149936.20714173478,0.0,206.0,659.44165,0.0,17828.387,2548.9155,3873.352,0.0,,31486.604
5717,80,0,0.0,1.0,3.0,3.0,0.0,1,1,2,1,3,3,12900.0,0.0,,110.0,138.82982,58.308525,5267.8975,0.0,0.0,0.0,1.0,0.0
5718,80,0,0.0,1.0,2.0,3.0,0.0,1,1,2,1,3,3,0.0,0.0,0.0,12.0,742.73956,0.0,5360.6357,12178.152,29987.242,0.0,1.0,31965.566
5719,80,0,0.0,1.0,2.0,0.0,0.0,1,1,2,1,3,3,1000.0,832.9789285651932,,191.0,347.07455,1082.8726,5027.1665,0.0,0.0,0.0,0.0,0.0
5720,80,0,0.0,0.0,3.0,3.0,0.0,1,1,2,1,3,3,12000.0,0.0,,96.0,208.24474,666.3831,16090.654,0.0,0.0,0.0,,0.0
5721,80,0,1.0,1.0,1.0,0.0,0.0,1,1,2,1,3,3,2000.0,1665.9578571303864,,61.0,79.82715,16.659578,2845.8726,0.0,0.0,0.0,,0.0
5722,80,0,0.0,1.0,2.0,1.0,1.0,1,1,2,1,3,3,30000.0,0.0,1.0,76.0,381.782,166.59578,8256.765,79.96598,116.61705,0.0,,4498.0864
5723,80,0,0.0,1.0,2.0,3.0,0.0,1,1,2,1,3,3,32100.0,2082.447321412983,0.0,0.0,135.35909,916.2768,5481.973,6663.8315,13327.663,0.0,1.0,0.0
5724,80,0,0.0,1.0,2.0,2.0,1.0,1,1,2,1,3,3,10000.0,0.0,,96.0,992.63324,416.48947,15207.558,0.0,0.0,0.0,1.0,0.0
5725,80,0,1.0,1.0,2.0,2.0,1.0,1,1,2,1,3,3,42000.0,26655.325714086182,1.0,70.0,0.0,249.89368,7004.2427,5575.128,12044.875,0.0,,999.5747
5726,80,0,0.0,1.0,2.0,3.0,1.0,1,1,2,1,3,3,20000.0,16659.578571303864,1.0,74.0,104.12237,249.89368,3018.7158,341.52136,503.95224,0.0,0.0,3998.2988
5727,80,0,0.0,1.0,2.0,3.0,1.0,1,1,2,1,3,3,33000.0,14993.620714173478,0.0,147.0,728.8565,291.54263,3866.4104,683.0427,766.34064,0.0,0.5,0.0
5728,80,0,0.0,1.0,1.0,2.0,0.0,1,1,2,1,3,3,102000.0,16659.578571303864,1.0,72.0,762.1757,499.78735,7660.2134,-1836.7185,8992.008,0.0,1.0,41024.21
5729,80,0,0.0,1.0,3.0,2.0,1.0,1,1,2,1,3,3,16600.0,0.0,1.0,126.0,812.1545,91.627686,5396.871,5331.065,5747.5547,0.0,1.0,16076.493
5730,80,0,0.0,1.0,2.0,3.0,0.0,1,1,2,1,3,3,12000.0,9995.747142782318,,78.0,381.782,99.95747,5250.1274,0.0,0.0,0.0,1.0,0.0
5731,80,0,0.0,1.0,3.0,3.0,0.0,1,1,2,1,3,3,45000.0,20824.47321412983,,130.0,3947.973,583.08527,16423.498,0.0,0.0,0.0,1.0,0.0
5732,80,0,1.0,1.0,1.0,2.0,0.0,1,1,2,1,3,3,10000.0,0.0,,40.0,128.41759,416.48947,4975.8,0.0,0.0,0.0,1.0,0.0
5733,80,0,0.0,1.0,1.0,1.0,0.0,1,1,2,1,3,3,15000.0,0.0,0.0,48.0,277.65964,83.29789,5289.9707,3748.4053,13744.152,0.0,1.0,1665.9579
5734,80,0,1.0,1.0,1.0,2.0,0.0,1,1,2,1,3,3,142500.0,117033.53946340964,,32.0,555.3193,1915.8516,7075.323,0.0,0.0,0.0,,0.0
5735,80,0,1.0,0.0,1.0,0.0,1.0,1,1,2,1,3,3,81500.0,2082.447321412983,1.0,120.0,17.353727,0.0,2657.064,2231.5505,7229.4243,0.0,0.0,1499.362
5736,80,0,1.0,0.0,2.0,3.0,0.0,1,1,2,1,3,3,,,,,,,,,,,,
5737,80,0,1.0,1.0,1.0,0.0,1.0,1,1,2,1,3,3,0.0,0.0,,56.0,0.0,83.29789,3821.152,0.0,0.0,0.0,,0.0
5738,80,0,0.0,0.0,1.0,2.0,1.0,1,1,2,1,3,3,0.0,0.0,1.0,28.0,270.71817,0.0,4704.5264,599.7448,766.34064,0.0,1.0,6580.5337
5739,80,0,0.0,1.0,2.0,2.0,0.0,1,1,2,1,3,3,7000.0,0.0,,60.0,173.53728,374.8405,4403.6816,0.0,0.0,0.0,0.0,0.0
5740,80,0,0.0,1.0,2.0,3.0,0.0,1,1,2,1,3,3,75600.0,54143.63035673756,,48.0,746.5574,791.32996,6756.917,0.0,0.0,0.0,1.0,0.0
5741,80,0,0.0,0.0,3.0,2.0,0.0,1,1,2,1,3,3,,,,,,,,,,,,
5742,80,0,0.0,1.0,1.0,1.0,0.0,1,1,2,1,3,3,5000.0,0.0,,48.0,69.41491,0.0,2915.4263,0.0,0.0,0.0,,0.0
5743,80,0,1.0,1.0,2.0,3.0,0.0,1,1,2,1,3,3,21190.0,0.0,,122.0,201.30324,3831.7031,12238.403,0.0,0.0,0.0,1.0,0.0
5744,80,0,0.0,1.0,2.0,2.0,0.0,1,1,2,1,3,3,10000.0,0.0,,48.0,360.95752,528.9416,5332.7314,0.0,0.0,0.0,1.0,0.0
5745,80,0,1.0,1.0,3.0,3.0,0.0,1,1,2,1,3,3,35000.0,24989.367856955796,,239.0,1027.3407,624.7342,9424.046,0.0,0.0,0.0,0.5,0.0
5746,80,0,0.0,1.0,1.0,2.0,0.0,1,1,2,1,3,3,44000.0,3331.915714260773,,48.0,13.882981,0.0,2613.7488,0.0,0.0,0.0,,0.0
5747,80,0,0.0,1.0,3.0,2.0,0.0,1,1,2,1,3,3,0.0,0.0,,48.0,319.3086,0.0,7416.9834,0.0,0.0,0.0,,0.0
5748,80,0,0.0,1.0,1.0,1.0,0.0,1,1,2,1,3,3,310000.0,0.0,,132.0,853.8034,249.89368,8304.939,0.0,0.0,0.0,,0.0
5749,80,0,0.0,1.0,3.0,0.0,0.0,1,1,2,1,3,3,0.0,0.0,0.0,121.0,520.6118,0.0,7037.2827,4081.5967,4248.1924,0.0,,4997.8735
5750,80,0,1.0,1.0,2.0,0.0,0.0,1,1,2,1,3,3,335000.0,237398.99464108006,,48.0,3665.1074,41.648945,8482.225,0.0,0.0,0.0,0.0,0.0
5751,80,0,0.0,1.0,3.0,3.0,0.0,1,1,2,1,3,3,15000.0,4164.894642825966,,96.0,0.0,166.59578,3826.289,0.0,0.0,0.0,,0.0
5752,36,0,1.0,0.0,1.0,1.0,1.0,1,2,2,2,3,3,33000.0,0.0,1.0,132.0,694.1491,0.0,6012.997,1957.5005,2707.1814,0.0,,0.0
5753,82,0,0.0,1.0,3.0,3.0,2.0,2,1,0,1,0,1,,,,,,,,,,,,
5754,82,0,1.0,1.0,3.0,3.0,1.0,2,1,0,1,0,1,,,,,,,,,,,,
5755,82,0,1.0,1.0,3.0,1.0,1.0,2,1,0,1,0,1,74000.0,24989.367856955796,0.0,206.0,277.65964,83.29789,13345.155,2761.3252,9804.162,0.0,0.0,6663.8315
5756,82,0,1.0,0.0,3.0,2.0,2.0,2,1,0,1,0,1,20000.0,0.0,1.0,77.0,319.3086,0.0,6312.869,1853.3782,19270.967,0.0,1.0,4831.278
5757,82,0,1.0,1.0,3.0,0.0,2.0,2,1,0,1,0,1,,,,,,,,,,,,
5758,82,0,1.0,1.0,3.0,3.0,1.0,2,1,0,1,0,1,70000.0,0.0,0.5,74.0,4331.4907,1249.4684,15969.594,,170094.3,0.0,1.0,51269.85
5759,82,0,0.0,1.0,2.0,0.0,1.0,2,1,0,1,0,1,,,,,,,,,,,,
5760,82,0,1.0,1.0,3.0,3.0,0.0,2,1,0,1,0,1,200000.0,0.0,0.0,196.0,41.648945,249.89368,7585.662,5702.5737,13327.663,1.0,1.0,6788.7783
5761,82,0,0.0,1.0,2.0,2.0,2.0,2,1,0,1,0,1,36000.0,0.0,0.5,84.0,270.71817,749.681,7561.5054,5625.9395,13660.8545,0.0,1.0,45022.51
5762,82,0,0.0,1.0,1.0,1.0,0.0,2,1,0,1,0,1,21600.0,4164.894642825966,,16.0,124.94684,749.681,5123.098,0.0,0.0,0.0,1.0,0.0
5763,82,0,0.0,0.0,2.0,2.0,1.0,2,1,0,1,0,1,11350.0,1124.521553563011,0.0,138.0,159.6543,416.48947,3962.2026,7080.321,14577.131,0.0,,1665.9579
5764,82,0,0.0,0.0,3.0,3.0,1.0,2,1,0,1,0,1,22000.0,1665.9578571303864,0.0,110.0,69.41491,249.89368,7025.205,458.1384,999.5747,0.0,1.0,1249.4684
5765,82,0,0.0,1.0,2.0,1.0,1.0,2,1,0,1,0,1,115000.0,24989.367856955796,0.0,98.0,159.6543,133.27663,4227.368,5503.4917,13000.302,0.0,0.0,4539.7354
5766,82,0,0.0,1.0,2.0,2.0,1.0,2,1,0,1,0,1,,,,,,,,,,,,
5767,82,0,0.0,1.0,3.0,3.0,0.0,2,1,0,1,0,1,198000.0,95792.57678499722,0.0,35.0,1048.1652,13660.8545,31636.957,0.0,0.0,0.0,,0.0
5768,82,0,1.0,1.0,3.0,3.0,1.0,2,1,0,1,0,1,102500.0,83714.38232080192,,114.0,527.5533,291.54263,7563.588,0.0,0.0,0.0,,0.0
5769,82,0,1.0,1.0,2.0,0.0,1.0,2,1,0,1,0,1,,,,,,,,,,,,
5770,82,0,0.0,1.0,1.0,0.0,1.0,2,1,0,1,0,1,2000.0,0.0,1.0,96.0,347.07455,166.59578,4519.049,2465.6177,3748.4053,0.0,0.0,249.89368
5771,82,0,0.0,1.0,3.0,2.0,1.0,2,1,0,1,0,1,75000.0,41648.94642825966,,144.0,149.24205,499.78735,4451.856,0.0,0.0,0.0,,0.0
5772,82,0,1.0,1.0,3.0,3.0,1.0,2,1,0,1,0,1,20000.0,0.0,0.0,118.0,548.3778,41.648945,4054.6633,624.7342,13952.397,0.0,0.33333334,3790.0542
5773,82,0,1.0,1.0,3.0,3.0,1.0,2,1,0,1,0,1,,,,,,,,,,,,
5774,82,0,0.0,1.0,1.0,1.0,1.0,2,1,0,1,0,1,15000.0,0.0,0.0,60.0,249.89368,249.89368,6293.989,4726.3223,5122.8203,0.0,1.0,5914.1504
5775,82,0,0.0,1.0,2.0,1.0,1.0,2,1,0,1,0,1,226000.0,24989.367856955796,0.0,116.0,284.60114,916.2768,6951.07,1249.4684,3748.4053,0.0,1.0,40399.477
5776,82,0,0.0,1.0,2.0,3.0,0.0,2,1,0,1,0,1,83000.0,0.0,1.0,36.0,2061.6228,249.89368,9845.395,0.0,0.0,0.0,1.0,5414.363
5777,82,0,0.0,1.0,2.0,3.0,1.0,2,1,0,1,0,1,1500.0,0.0,0.0,48.0,277.65964,166.59578,4881.257,3431.8733,12469.694,0.0,1.0,42065.438
5778,82,0,0.0,1.0,1.0,0.0,1.0,2,1,0,1,0,1,12500.0,2082.447321412983,1.0,46.0,0.0,937.1013,6542.2163,8329.789,16659.578,0.0,0.0,51644.695
5779,82,0,1.0,1.0,2.0,2.0,1.0,2,1,0,1,0,1,10000.0,0.0,1.0,0.0,69.41491,687.20764,3803.5205,9829.151,17325.96,0.0,0.0,6747.1294
5780,82,0,0.0,1.0,1.0,1.0,1.0,2,1,0,1,0,1,47000.0,0.0,1.0,54.0,555.3193,0.0,6261.5024,2082.4473,6247.342,0.0,0.0,1416.0642
5781,82,0,0.0,0.0,1.0,1.0,1.0,2,1,0,1,0,1,30000.0,0.0,0.0,0.0,215.88037,0.0,3391.4739,108.28726,408.15967,0.0,,1291.1173
5782,82,0,1.0,1.0,2.0,3.0,1.0,2,1,0,1,0,1,0.0,0.0,,41.0,24.29522,0.0,2234.1885,0.0,0.0,0.0,1.0,0.0
5783,82,0,1.0,1.0,2.0,2.0,1.0,2,1,0,1,0,1,47000.0,24989.367856955796,1.0,27.0,347.07455,2065.7878,6243.455,0.0,0.0,0.0,,0.0
5784,82,0,0.0,1.0,3.0,3.0,1.0,2,1,0,1,0,1,120000.0,16659.578571303864,1.0,120.0,208.24474,2540.5857,10238.144,0.0,0.0,0.0,0.0,3290.2668
5785,82,0,1.0,0.0,3.0,1.0,1.0,2,1,0,1,0,1,133500.0,111202.68696345329,,120.0,326.2501,499.78735,12477.746,0.0,0.0,0.0,0.0,0.0
5786,82,0,1.0,1.0,3.0,1.0,1.0,2,1,0,1,0,1,126500.0,87879.27696362788,0.0,97.0,242.9522,49.978737,4789.0737,-22906.92,14577.131,0.0,0.0,2498.9368
5787,82,0,1.0,1.0,2.0,3.0,1.0,2,1,0,1,0,1,5000.0,0.0,0.0,32.0,69.41491,41.648945,1739.1211,-3873.352,11120.269,0.0,1.0,0.0
5788,82,0,0.0,1.0,1.0,2.0,1.0,2,1,0,1,0,1,165000.0,0.0,1.0,88.0,1221.7024,416.48947,10063.219,879.62573,1832.5536,0.0,1.0,8621.332
5789,82,0,1.0,1.0,2.0,1.0,1.0,2,1,0,1,0,1,15000.0,0.0,1.0,24.0,0.0,83.29789,5581.792,5997.448,22906.92,0.0,,0.0
5790,82,0,0.0,0.0,1.0,2.0,1.0,2,1,0,1,0,1,40000.0,20824.47321412983,1.0,42.0,735.79803,0.0,5226.943,0.0,0.0,0.0,1.0,5539.31
