hhid,areaid,treatment,hh_edu,hh_gender,hh_size,children,old_biz,area_pop_base,area_debt_total_base,area_business_total_base,area_exp_pc_mean_base,area_literate_head_base,area_literate_base,anyloan_amt_2,informal_amt_2,female_biz_pct_2,hours_week_2,durables_exp_mo_2,temptation_exp_mo_2,total_exp_mo_2,bizprofit_2,bizrev_2,bizemployees_2,girls_school_2,bizassets_2
2556,43,0,0.0,1.0,3.0,2.0,1.0,3,0,2,2,1,3,,,,,,,,,,,,
2557,43,0,0.0,1.0,2.0,2.0,0.0,3,0,2,2,1,3,74000.0,49978.73571391159,1.0,84.0,367.89902,499.78735,11210.785,89.128746,199.91495,0.0,,1665.9579
2558,43,0,1.0,0.0,3.0,0.0,0.0,3,0,2,2,1,3,13000.0,0.0,,63.0,0.0,0.0,2778.54,0.0,0.0,0.0,0.0,0.0
2559,43,0,0.0,1.0,3.0,1.0,1.0,3,0,2,2,1,3,0.0,0.0,1.0,64.0,208.24474,0.0,6373.9546,809.6555,1770.0802,0.0,0.6666667,5497.661
2561,43,0,0.0,1.0,2.0,2.0,1.0,3,0,2,2,1,3,100000.0,41648.94642825966,0.0,130.0,694.1491,83.29789,8596.065,4789.629,14160.642,0.0,1.0,20824.473
2562,43,0,0.0,1.0,3.0,3.0,0.0,3,0,2,2,1,3,40500.0,416.4894642825966,,80.0,742.73956,124.94684,4890.697,0.0,0.0,0.0,0.5,0.0
2563,43,0,0.0,1.0,2.0,1.0,0.0,3,0,2,2,1,3,55000.0,0.0,,112.0,3956.6501,249.89368,11281.728,0.0,0.0,0.0,,0.0
2564,43,0,0.0,1.0,1.0,0.0,0.0,3,0,2,2,1,3,50000.0,24989.367856955796,,88.0,20.824472,249.89368,7666.044,0.0,0.0,0.0,,0.0
2565,43,0,1.0,0.0,3.0,3.0,0.0,3,0,2,2,1,3,5000.0,4164.894642825966,,96.0,41.648945,0.0,5269.98,0.0,0.0,0.0,1.0,0.0
2566,43,0,1.0,1.0,1.0,2.0,0.0,3,0,2,2,1,3,17000.0,5830.852499956352,,96.0,555.3193,166.59578,7372.696,0.0,0.0,0.0,1.0,0.0
2567,43,0,0.0,1.0,2.0,2.0,0.0,3,0,2,2,1,3,10000.0,0.0,,48.0,138.82982,41.648945,4844.0503,0.0,0.0,0.0,1.0,0.0
2568,43,0,0.0,1.0,2.0,2.0,0.0,3,0,2,2,1,3,789000.0,602243.7653526347,,60.0,478.9629,1128.6864,15981.95,0.0,0.0,0.0,,0.0
2569,43,0,0.0,1.0,2.0,0.0,0.0,3,0,2,2,1,3,3000.0,2498.9367856955796,,48.0,541.43634,41.648945,6050.0645,0.0,0.0,0.0,,0.0
2570,43,0,0.0,1.0,2.0,2.0,0.0,3,0,2,2,1,3,4500.0,1249.4683928477898,,56.0,104.12237,0.0,4922.0723,0.0,0.0,0.0,,0.0
2571,43,0,0.0,1.0,3.0,3.0,0.0,3,0,2,2,1,3,300000.0,0.0,,195.0,173.53728,583.08527,20601.79,0.0,0.0,0.0,0.5,0.0
2572,43,0,0.0,1.0,2.0,2.0,1.0,3,0,2,2,1,3,89500.0,33319.15714260773,0.6666667,119.0,2117.1548,666.3831,22357.434,16530.467,45414.01,0.0,,17034.42
2573,43,0,0.0,1.0,3.0,3.0,0.0,3,0,2,2,1,3,0.0,0.0,,70.0,763.564,0.0,4500.8633,0.0,0.0,0.0,1.0,107454.28
2574,43,0,1.0,1.0,3.0,1.0,1.0,3,0,2,2,1,3,20800.0,16659.578571303864,0.5,21.0,746.21027,208.24474,6253.5894,999.5747,7246.9165,0.0,,1665.9579
2575,43,0,0.0,1.0,3.0,2.0,0.0,3,0,2,2,1,3,,,,,,,,,,,,
2576,43,0,0.0,1.0,3.0,2.0,0.0,3,0,2,2,1,3,163000.0,0.0,,144.0,1249.4684,583.08527,15515.065,0.0,0.0,0.0,0.0,0.0
2577,43,0,0.0,1.0,2.0,2.0,0.0,3,0,2,2,1,3,53000.0,27488.304642651376,,90.0,687.2076,224.90431,5852.7876,0.0,0.0,0.0,1.0,0.0
2578,43,0,1.0,1.0,2.0,2.0,0.0,3,0,2,2,1,3,33000.0,2498.9367856955796,1.0,112.0,367.89902,1041.2236,7141.4053,0.0,0.0,0.0,1.0,0.0
2579,43,0,0.0,1.0,2.0,2.0,0.0,3,0,2,2,1,3,37000.0,1665.9578571303864,0.0,96.0,233.23409,324.8618,5493.774,0.0,0.0,0.0,1.0,2498.9368
2580,43,0,0.0,1.0,2.0,0.0,1.0,3,0,2,2,1,3,94300.0,74968.10357086739,0.0,124.0,138.82982,216.57452,5936.3633,1531.8483,13526.745,0.0,,2165.745
2581,43,0,1.0,1.0,2.0,3.0,1.0,3,0,2,2,1,3,0.0,0.0,,70.0,0.0,1999.1494,11379.047,0.0,0.0,0.0,1.0,0.0
2582,43,0,0.0,1.0,0.0,0.0,0.0,3,0,2,2,1,3,25000.0,0.0,0.0,14.0,291.54263,1124.5216,6750.8774,-31236.709,0.0,0.0,,1665.9579
2583,43,0,0.0,1.0,3.0,3.0,1.0,3,0,2,2,1,3,,,,,,,,,,,,
2584,43,0,0.0,1.0,2.0,2.0,0.0,3,0,2,2,1,3,20000.0,8329.789285651932,1.0,20.0,256.83517,41.648945,4687.7275,208.24474,1041.2236,0.0,1.0,0.0
2585,43,0,0.0,1.0,3.0,1.0,0.0,3,0,2,2,1,3,80000.0,24989.367856955796,,144.0,402.60648,83.29789,4958.446,0.0,0.0,0.0,,0.0
2586,43,0,0.0,1.0,1.0,0.0,1.0,3,0,2,2,1,3,100000.0,83297.89285651932,0.0,132.0,104.12237,0.0,5184.0444,4947.895,68870.695,0.0,1.0,2915.4263
2587,43,0,0.0,1.0,2.0,3.0,1.0,3,0,2,2,1,3,20000.0,12494.683928477898,1.0,62.0,312.3671,749.681,7848.327,608.07465,1041.2236,1.0,1.0,2498.9368
2588,43,0,0.0,1.0,2.0,3.0,0.0,3,0,2,2,1,3,268000.0,14993.620714173478,1.0,210.0,5265.121,1416.0642,15378.041,8802.088,22796.135,0.0,1.0,55226.504
2589,43,0,0.0,1.0,3.0,1.0,1.0,3,0,2,2,1,3,0.0,0.0,,204.0,416.48947,249.89368,8258.986,0.0,0.0,0.0,,0.0
2590,43,0,0.0,1.0,3.0,3.0,2.0,3,0,2,2,1,3,,,,,,,,,,,,
2591,43,0,0.0,1.0,1.0,2.0,1.0,3,0,2,2,1,3,110000.0,24989.367856955796,0.5,30.0,756.62256,2082.4473,11291.931,499.78735,499.78735,0.0,,44980.863
2592,43,0,0.0,1.0,3.0,3.0,0.0,3,0,2,2,1,3,,,,,,,,,,,,
2593,43,0,0.0,1.0,2.0,2.0,0.0,3,0,2,2,1,3,,,,,,,,,,,,
2594,43,0,0.0,1.0,1.0,0.0,1.0,3,0,2,2,1,3,61000.0,16659.578571303864,0.5,84.0,1565.3063,333.19156,7324.2446,-35018.434,116916.92,2.0,0.0,26488.73
2595,43,0,0.0,1.0,2.0,2.0,1.0,3,0,2,2,1,3,18000.0,0.0,0.5,84.0,696.2315,666.3831,7764.336,12702.929,67221.4,5.0,1.0,333.19156
2596,43,0,1.0,1.0,3.0,3.0,0.0,3,0,2,2,1,3,,,,,,,,,,,,
2597,43,0,1.0,1.0,3.0,1.0,0.0,3,0,2,2,1,3,114000.0,3331.915714260773,,0.0,208.24474,1249.4684,13048.615,0.0,0.0,0.0,0.0,0.0
2598,43,0,0.0,1.0,2.0,3.0,1.0,3,0,2,2,1,3,70000.0,58308.524999563524,1.0,94.0,2811.304,832.97894,19481.713,-12494.684,0.0,0.0,1.0,0.0
2599,43,0,0.0,0.0,3.0,2.0,0.0,3,0,2,2,1,3,76600.0,54143.63035673756,,0.0,0.0,0.0,3852.5276,0.0,0.0,0.0,,0.0
2600,43,0,1.0,1.0,3.0,3.0,0.0,3,0,2,2,1,3,105000.0,0.0,,108.0,1214.7609,0.0,10546.068,0.0,0.0,0.0,,0.0
2601,43,0,0.0,1.0,1.0,2.0,0.0,3,0,2,2,1,3,0.0,0.0,,48.0,166.59578,41.648945,5723.953,0.0,0.0,0.0,1.0,0.0
2602,43,0,0.0,1.0,1.0,0.0,0.0,3,0,2,2,1,3,0.0,0.0,,0.0,902.3938,0.0,2186.5696,0.0,0.0,0.0,1.0,0.0
2603,43,0,0.0,1.0,2.0,3.0,0.0,3,0,2,2,1,3,,,,,,,,,,,,
2604,43,0,0.0,1.0,2.0,3.0,0.0,3,0,2,2,1,3,7000.0,5830.852499956352,,72.0,34.707455,0.0,5923.3135,0.0,0.0,0.0,1.0,0.0
2605,43,0,0.0,1.0,2.0,2.0,0.0,3,0,2,2,1,3,8000.0,6663.831428521546,,54.0,69.41491,166.59578,5471.6997,0.0,0.0,0.0,,1665.9579
2606,43,0,0.0,1.0,1.0,2.0,0.0,3,0,2,2,1,3,110000.0,0.0,,32.0,41.648945,0.0,41.64895,0.0,0.0,0.0,,0.0
2607,43,0,0.0,1.0,2.0,0.0,0.0,3,0,2,2,1,3,0.0,0.0,,96.0,4668.153,83.29789,12678.355,0.0,0.0,0.0,,0.0
2608,43,0,0.0,1.0,3.0,1.0,1.0,3,0,2,2,1,3,5500.0,416.4894642825966,1.0,137.0,20.824472,0.0,3426.0422,832.97894,999.5747,0.0,0.5,4997.8735
2609,43,0,0.0,1.0,2.0,3.0,1.0,3,0,2,2,1,3,,,,,,,,,,,,
2610,43,0,0.0,1.0,2.0,2.0,0.0,3,0,2,2,1,3,25000.0,0.0,,168.0,357.4868,0.0,6128.921,0.0,0.0,0.0,1.0,0.0
2611,43,0,0.0,1.0,2.0,1.0,0.0,3,0,2,2,1,3,0.0,0.0,,40.0,7357.9805,249.89368,13867.709,0.0,0.0,0.0,,0.0
2612,43,0,1.0,1.0,2.0,1.0,0.0,3,0,2,2,1,3,10000.0,0.0,0.0,96.0,340.13306,124.94684,5203.0645,-166.59578,0.0,0.0,0.0,4997.8735
2613,43,0,0.0,1.0,3.0,2.0,0.0,3,0,2,2,1,3,200000.0,166595.78571303864,,84.0,624.7342,0.0,8812.917,0.0,0.0,0.0,,0.0
2614,43,0,1.0,1.0,3.0,0.0,0.0,3,0,2,2,1,3,,,,,,,,,,,,
2615,43,0,0.0,1.0,1.0,1.0,0.0,3,0,2,2,1,3,0.0,0.0,,72.0,20.824472,0.0,2500.6028,0.0,0.0,0.0,,0.0
2616,43,0,0.0,1.0,3.0,3.0,0.0,3,0,2,2,1,3,50000.0,0.0,0.0,56.0,347.07455,333.19156,7903.3037,20449.633,72469.164,3.0,0.5,22490.432
2617,43,0,0.0,0.0,3.0,3.0,1.0,3,0,2,2,1,3,0.0,0.0,0.0,122.0,298.4841,0.0,13347.655,2748.8306,8246.491,0.0,,0.0
2618,43,0,0.0,1.0,2.0,3.0,0.0,3,0,2,2,1,3,15000.0,0.0,1.0,36.0,0.0,124.94684,5341.061,49.978737,49.978737,0.0,,0.0
2619,43,0,0.0,0.0,3.0,0.0,1.0,3,0,2,2,1,3,288000.0,239897.93142677564,0.0,256.0,17.353727,0.0,17.35373,7563.4487,23123.494,0.0,0.0,0.0
2620,43,0,0.0,1.0,2.0,2.0,0.0,3,0,2,2,1,3,9000.0,2498.9367856955796,,0.0,1596.543,1665.9579,11898.41,0.0,0.0,0.0,1.0,0.0
2621,43,0,0.0,1.0,2.0,1.0,0.0,3,0,2,2,1,3,40000.0,12494.683928477898,,88.0,669.8539,1012.0694,24359.637,0.0,0.0,0.0,,0.0
2622,44,1,0.0,1.0,2.0,0.0,0.0,0,1,3,3,3,3,180000.0,0.0,0.0,92.0,242.9522,0.0,8547.892,3290.2668,6663.8315,0.0,,0.0
2623,44,1,0.0,1.0,1.0,2.0,0.0,0,1,3,3,3,3,,,,,,,,,,,,
2624,44,1,1.0,1.0,1.0,1.0,0.0,0,1,3,3,3,3,,,,,,,,,,,,
2625,44,1,1.0,0.0,1.0,0.0,0.0,0,1,3,3,3,3,50000.0,41648.94642825966,,81.0,0.0,0.0,1600.8467,0.0,0.0,0.0,,0.0
2626,44,1,0.0,1.0,2.0,3.0,0.0,0,1,3,3,3,3,20000.0,16659.578571303864,,40.0,1908.91,0.0,10161.788,0.0,0.0,0.0,1.0,0.0
2627,44,1,1.0,1.0,2.0,1.0,0.0,0,1,3,3,3,3,2000.0,0.0,,60.0,381.782,0.0,5836.1284,0.0,0.0,0.0,1.0,3331.9158
2628,44,1,0.0,1.0,3.0,3.0,0.0,0,1,3,3,3,3,15000.0,4164.894642825966,0.0,80.0,291.54263,416.48947,4839.33,0.0,0.0,0.0,1.0,3331.9158
2629,44,1,0.0,1.0,3.0,3.0,1.0,0,1,3,3,3,3,,,,,,,,,,,,
2630,44,1,0.0,1.0,1.0,2.0,0.0,0,1,3,3,3,3,10500.0,8746.278749934529,,126.0,111.06385,0.0,6185.1465,0.0,0.0,0.0,1.0,0.0
2631,44,1,0.0,1.0,2.0,2.0,0.0,0,1,3,3,3,3,31500.0,1249.4683928477898,,48.0,138.82982,0.0,5049.657,0.0,0.0,0.0,1.0,0.0
2632,44,1,1.0,1.0,2.0,2.0,0.0,0,1,3,3,3,3,50000.0,41648.94642825966,,62.0,0.0,29.154263,3329.6943,0.0,0.0,0.0,,0.0
2633,44,1,0.0,1.0,2.0,3.0,0.0,0,1,3,3,3,3,186000.0,4164.894642825966,,60.0,133.6237,0.0,9715.034,0.0,0.0,0.0,1.0,0.0
2634,44,1,0.0,1.0,2.0,1.0,0.0,0,1,3,3,3,3,30000.0,0.0,,48.0,69.41491,499.78735,5323.846,0.0,0.0,0.0,1.0,0.0
2635,44,1,1.0,1.0,3.0,2.0,0.0,0,1,3,3,3,3,15000.0,0.0,1.0,139.0,312.3671,249.89368,13892.284,83.29789,416.48947,0.0,0.0,0.0
2636,44,1,1.0,1.0,3.0,3.0,0.0,0,1,3,3,3,3,0.0,0.0,,116.0,69.41491,0.0,5431.717,0.0,0.0,0.0,1.0,0.0
2637,44,1,0.0,1.0,3.0,2.0,2.0,0,1,3,3,3,3,,,,,,,,,,,,
2638,44,1,0.0,1.0,3.0,3.0,0.0,0,1,3,3,3,3,25000.0,4164.894642825966,,192.0,527.5533,1457.7131,7406.988,0.0,0.0,0.0,1.0,0.0
2639,44,1,0.0,1.0,2.0,0.0,1.0,0,1,3,3,3,3,90000.0,0.0,1.0,70.0,451.1969,166.59578,6425.0444,-4273.182,2082.4473,0.0,1.0,3998.2988
2640,44,1,0.0,1.0,1.0,1.0,1.0,0,1,3,3,3,3,23500.0,0.0,1.0,66.0,65.94416,1665.9579,6910.393,486.0432,537.2714,0.0,1.0,2498.9368
2641,44,1,0.0,1.0,3.0,3.0,0.0,0,1,3,3,3,3,0.0,0.0,,202.0,1804.7876,333.19156,10975.053,0.0,0.0,0.0,1.0,0.0
2642,44,1,0.0,1.0,1.0,0.0,0.0,0,1,3,3,3,3,56000.0,0.0,0.0,98.0,652.5002,333.19156,4696.335,7146.959,14993.621,0.0,,0.0
2643,44,1,0.0,1.0,3.0,3.0,0.0,0,1,3,3,3,3,40600.0,33818.944499746845,,168.0,376.92297,949.596,5262.1357,0.0,0.0,0.0,1.0,0.0
2644,44,1,0.0,1.0,3.0,3.0,0.0,0,1,3,3,3,3,10000.0,8329.789285651932,0.0,210.0,180.47876,499.78735,9781.949,14082.342,15618.3545,1.0,0.0,11328.514
2645,44,1,0.0,1.0,2.0,1.0,1.0,0,1,3,3,3,3,0.0,0.0,0.0,137.0,0.0,333.19156,3562.373,-29987.242,7496.8105,0.0,,0.0
2646,47,1,0.0,1.0,2.0,2.0,0.0,1,2,3,1,3,3,365000.0,54143.63035673756,,50.0,69.41491,49.978737,7004.52,0.0,0.0,0.0,,0.0
2647,44,1,1.0,1.0,3.0,1.0,0.0,0,1,3,3,3,3,250000.0,0.0,,144.0,1929.7345,499.78735,12131.645,0.0,0.0,0.0,0.75,0.0
2648,44,1,0.0,1.0,3.0,1.0,1.0,0,1,3,3,3,3,15000.0,0.0,0.0,84.0,0.0,0.0,5033.761,10870.375,41432.37,2.0,,0.0
2649,44,1,0.0,1.0,3.0,3.0,0.0,0,1,3,3,3,3,50000.0,41648.94642825966,,108.0,20.824472,583.08527,7207.4897,0.0,0.0,0.0,0.5,0.0
2650,44,1,0.0,1.0,3.0,1.0,1.0,0,1,3,3,3,3,0.0,0.0,1.0,84.0,763.564,499.78735,9592.586,416.48947,416.48947,0.0,,1416.0642
2651,44,1,0.0,0.0,1.0,0.0,0.0,0,1,3,3,3,3,0.0,0.0,1.0,58.0,1152.2875,0.0,8920.371,499.78735,499.78735,0.0,,0.0
2652,44,1,0.0,1.0,3.0,3.0,1.0,0,1,3,3,3,3,0.0,0.0,0.6666667,182.0,97.18088,666.3831,9884.961,2669.6975,16517.973,0.0,1.0,24531.229
